,nom,public_prive,commune,departement,ips,taux_mention_bien+
294,HENRI BAUMONT,PUBLIC,BEAUVAIS,OISE,73.5,43.4
295,DE BOUENI M TITI,PUBLIC,DZAOUDZI,MAYOTTE,73.5,17.4
296,JEAN ZAY,PUBLIC,ESCAUTPONT,NORD,73.6,37.7
297,GERARD PHILIPE,PUBLIC,AVIGNON,VAUCLUSE,73.6,42.9
298,DE PLATEAU CAILLOU,PUBLIC,SAINT-PAUL,LA REUNION,73.6,47.8
299,LA COURTILLE,PUBLIC,SAINT-DENIS,SEINE-SAINT-DENIS,73.7,23.7
300,MICHEL DEBRE,PUBLIC,LE TAMPON,LA REUNION,73.7,44.5
301,ARTHUR RIMBAUD,PUBLIC,AMIENS,SOMME,73.7,41.4
302,KATIA ET MAURICE KRAFFT,PUBLIC,BEZIERS,HERAULT,73.8,42.4
303,LUCIE AUBRAC,PUBLIC,BEZIERS,HERAULT,73.8,41.8
304,LECONTE DE LISLE,PUBLIC,SAINT-LOUIS,LA REUNION,73.8,47.3
305,CLAUDE MONET,PUBLIC,ARGENTEUIL,VAL-D'OISE,73.8,28.0
306,THEODORE MONOD,PUBLIC,ROUBAIX,NORD,73.8,29.0
307,LEOPOLD SEDAR SENGHOR,PUBLIC,CORBEIL-ESSONNES,ESSONNE,73.9,26.4
308,MARTIN LUTHER KING,PUBLIC,CALAIS,PAS-DE-CALAIS,73.9,27.4
309,REPUBLIQUE,PUBLIC,BOBIGNY,SEINE-SAINT-DENIS,73.9,36.2
310,DILLON 2,PUBLIC,FORT-DE-FRANCE,MARTINIQUE,73.9,28.1
311,MONTGAILLARD,PUBLIC,SAINT-DENIS,LA REUNION,73.9,45.5
312,VICTOR HUGO,PUBLIC,HARNES,PAS-DE-CALAIS,74.0,42.4
313,VICTOR HUGO,PUBLIC,AULNAY-SOUS-BOIS,SEINE-SAINT-DENIS,74.0,21.5
314,MILLE ROCHES,PUBLIC,SAINT-ANDRE,LA REUNION,74.1,40.7
315,ALBERT BACLET,PUBLIC,SAINT-LOUIS,GUADELOUPE,74.1,33.8
316,PAUL ELUARD,PUBLIC,BONNEUIL-SUR-MARNE,VAL-DE-MARNE,74.2,31.5
317,JEAN JAURES,PUBLIC,BAILLIF,GUADELOUPE,74.2,20.4
318,JEAN DECONINCK,PUBLIC,DUNKERQUE,NORD,74.2,37.0
319,OLYMPIQUE,PUBLIC,GRENOBLE,ISERE,74.2,29.6
320,LEO LAGRANGE,PUBLIC,LE HAVRE,SEINE MARITIME,74.2,35.7
321,GEORGES CLEMENCEAU,PUBLIC,MANTES-LA-JOLIE,YVELINES,74.2,23.2
322,SAINT EXUPERY,PUBLIC,EPINAL,VOSGES,74.2,44.4
323,ANTOINE SYLVERE FELIX,PUBLIC,MACOURIA,GUYANE,74.3,22.9
324,EDOUARD HERRIOT,PUBLIC,NOGENT-SUR-OISE,OISE,74.4,42.5
325,PIERRE ET MARIE CURIE,PUBLIC,LIEVIN,PAS-DE-CALAIS,74.4,43.7
326,DU BASSIN BLEU,PUBLIC,SAINT-BENOIT,LA REUNION,74.4,54.3
327,SONIA DELAUNAY,PUBLIC,GRIGNY,ESSONNE,74.4,38.8
328,OMEBA TOBO,PUBLIC,KOUROU,GUYANE,74.4,22.4
329,SAINT-JOSEPH,PUBLIC,BASTIA,HAUTE-CORSE,74.4,35.7
330,LA GARRIGOLE,PUBLIC,PERPIGNAN,PYRENEES-ORIENTALES,74.4,46.7
331,CLAUDIE HAIGNERE,PUBLIC,FREYMING-MERLEBACH,MOSELLE,74.5,42.2
332,GEORGES POLITZER,PUBLIC,LA COURNEUVE,SEINE-SAINT-DENIS,74.5,37.9
333,ARCHE DU LUDE,PUBLIC,JOUE-LES-TOURS,INDRE-ET-LOIRE,74.5,31.2
334,JEAN ZAY,PUBLIC,MONTLUCON,ALLIER,74.6,41.5
335,GUSTAVE MONOD,PUBLIC,VITRY-SUR-SEINE,VAL-DE-MARNE,74.6,39.9
336,JACQUES-YVES COUSTEAU,PUBLIC,CREUTZWALD,MOSELLE,74.6,44.0
337,JEAN-PIERRE TIMBAUD,PUBLIC,BOBIGNY,SEINE-SAINT-DENIS,74.6,37.1
338,JEAN MOULIN,PUBLIC,SALON-DE-PROVENCE,BOUCHES-DU-RHONE,74.7,37.1
339,ALPHONSE DAUDET,PUBLIC,ALES,GARD,74.7,38.7
340,ANDRE MALRAUX,PUBLIC,SAINT-JEAN-DE-LA-RUELLE,LOIRET,74.7,48.8
341,ERNEST COUTELLE,PUBLIC,MAUBEUGE,NORD,74.7,26.7
342,PABLO NERUDA,PUBLIC,STAINS,SEINE-SAINT-DENIS,74.7,31.1
343,ST MAURONT,PRIVE,MARSEILLE  3E  ARRONDISSEMENT,BOUCHES-DU-RHONE,74.7,21.7
344,DE KAWENI 2,PUBLIC,MAMOUDZOU,MAYOTTE,74.8,25.7
345,YOURI GAGARINE,PUBLIC,MONTIGNY-EN-GOHELLE,PAS-DE-CALAIS,74.9,42.0
346,PAUL PAINLEVE,PUBLIC,SEVRAN,SEINE-SAINT-DENIS,74.9,37.4
347,JEAN MOULIN,PUBLIC,AUBERVILLIERS,SEINE-SAINT-DENIS,74.9,45.5
348,ROMAIN ROLLAND,PUBLIC,SARTROUVILLE,YVELINES,74.9,20.9
349,JEAN-JACQUES ROUSSEAU,PUBLIC,CREIL,OISE,74.9,32.2
350,CLAUDE DELVINCOURT,PUBLIC,DIEPPE,SEINE MARITIME,74.9,26.7
351,JEHAN FROISSART,PUBLIC,QUIEVRECHAIN,NORD,74.9,28.3
352,EDOUARD VAILLANT,PUBLIC,VIERZON,CHER,75.0,25.3
353,CHARLES DE GAULLE,PUBLIC,JEUMONT,NORD,75.0,25.0
354,DIDEROT,PUBLIC,AUBERVILLIERS,SEINE-SAINT-DENIS,75.0,40.2
355,EUGENE THOMAS,PUBLIC,JEUMONT,NORD,75.0,30.0
356,FRANCOIS LEGROS,PUBLIC,REIMS,MARNE,75.0,41.2
357,JACQUES PREVERT,PUBLIC,CAUDRY,NORD,75.0,41.8
358,RAYMOND POINCARE,PUBLIC,LA COURNEUVE,SEINE-SAINT-DENIS,75.1,30.8
359,GEORGES COBAST,PUBLIC,HIRSON,AISNE,75.1,43.6
360,AMEDEE LAPLACE,PUBLIC,CRETEIL,VAL-DE-MARNE,75.1,37.1
361,LOUIS ARAGON,PUBLIC,VENISSIEUX,RHONE,75.1,36.4
362,ROSA PARKS,PUBLIC,TOULOUSE,HAUTE-GARONNE,75.2,31.2
363,ELSA TRIOLET,PUBLIC,SAINT-DENIS,SEINE-SAINT-DENIS,75.2,36.0
364,GABRIEL PERI,PUBLIC,AUBERVILLIERS,SEINE-SAINT-DENIS,75.2,37.9
365,DU WESTHOEK,PUBLIC,COUDEKERQUE-BRANCHE,NORD,75.2,31.8
366,ROSA LUXEMBURG,PUBLIC,AUBERVILLIERS,SEINE-SAINT-DENIS,75.2,37.8
367,FRANCOIS RABELAIS,PUBLIC,VITRY-SUR-SEINE,VAL-DE-MARNE,75.2,23.6
368,PIERRE ET MARIE CURIE,PUBLIC,DREUX,EURE-ET-LOIR,75.2,38.6
369,JULES FERRY,PUBLIC,BOGNY-SUR-MEUSE,ARDENNES,75.2,45.7
370,GASTON CROCHET,PUBLIC,LA PLAINE-DES-PALMISTES,LA REUNION,75.2,39.5
371,GERMAIN SAINT-RUF,PUBLIC,CAPESTERRE-BELLE-EAU,GUADELOUPE,75.3,34.4
372,LES CAPUCINS,PUBLIC,MELUN,SEINE-ET-MARNE,75.3,33.5
373,JEAN MOULIN,PUBLIC,ALES,GARD,75.3,31.3
374,PONT DE VIVAUX,PUBLIC,MARSEILLE 10E  ARRONDISSEMENT,BOUCHES-DU-RHONE,75.3,37.8
375,ANATOLE FRANCE,PUBLIC,MARSEILLE  6E  ARRONDISSEMENT,BOUCHES-DU-RHONE,75.4,42.8
376,EUGENIE TELL-EBOUE,PUBLIC,SAINT-LAURENT-DU-MARONI,GUYANE,75.4,29.9
377,GERMINAL,PUBLIC,RAISMES,NORD,75.5,27.7
378,GUSTAVE JAUME,PUBLIC,PIERRELATTE,DROME,75.5,39.6
379,GERARD PHILIPE,PUBLIC,LE HAVRE,SEINE MARITIME,75.5,35.8
380,ALBERT CAMUS,PUBLIC,PERPIGNAN,PYRENEES-ORIENTALES,75.5,26.2
381,JEAN MOULIN,PUBLIC,MONTCEAU-LES-MINES,SAONE-ET-LOIRE,75.6,37.5
382,ROGER MARTIN DU GARD,PUBLIC,EPINAY-SUR-SEINE,SEINE-SAINT-DENIS,75.6,39.9
383,HENRI WALLON,PUBLIC,AUBERVILLIERS,SEINE-SAINT-DENIS,75.6,36.1
384,PIERRE SEMARD,PUBLIC,DRANCY,SEINE-SAINT-DENIS,75.6,39.3
385,RAVINE DES CABRIS,PUBLIC,SAINT-PIERRE,LA REUNION,75.6,37.0
386,PFEFFEL,PUBLIC,COLMAR,HAUT-RHIN,75.7,39.5
387,SAINTE MARIE,PRIVE,SAINT-ETIENNE,LOIRE,75.7,30.9
388,JEAN MACE,PUBLIC,HENIN-BEAUMONT,PAS-DE-CALAIS,75.7,39.1
389,HENRI WALLON,PUBLIC,GARGES-LES-GONESSE,VAL-D'OISE,75.7,26.2
390,JEAN BURGER,PUBLIC,MOYEUVRE-GRANDE,MOSELLE,75.7,42.2
391,PASTEUR,PUBLIC,VRIGNE AUX BOIS,ARDENNES,75.8,37.8
392,LA DURANTIERE,PUBLIC,NANTES,LOIRE-ATLANTIQUE,75.8,22.9
393,JEAN MOULIN,PUBLIC,VILLEFRANCHE-SUR-SAONE,RHONE,75.8,34.9
394,HENRI LONGCHAMBON,PUBLIC,LYON  8E  ARRONDISSEMENT,RHONE,75.9,30.5
395,AIME CESAIRE,PUBLIC,VAULX-EN-VELIN,RHONE,75.9,33.1
396,FRONT DE MER,PUBLIC,POINTE-A-PITRE,GUADELOUPE,75.9,23.5
397,GEORGES BRAQUE,PUBLIC,NEUILLY-SUR-MARNE,SEINE-SAINT-DENIS,76.0,39.0
398,CARDINAL LIENART,PRIVE,TOURCOING,NORD,76.0,26.5
399,JOLIOT-CURIE,PUBLIC,FOURMIES,NORD,76.1,40.4
400,PAUL LANGEVIN,PUBLIC,DRANCY,SEINE-SAINT-DENIS,76.1,42.4
401,LES CHALAIS,PUBLIC,RENNES,ILLE-ET-VILAINE,76.2,47.6
402,MARCEL CACHIN,PUBLIC,LE BLANC-MESNIL,SEINE-SAINT-DENIS,76.2,32.8
403,LENAIN DE TILLEMONT,PUBLIC,MONTREUIL,SEINE-SAINT-DENIS,76.2,28.8
404,JEAN MOULIN,PUBLIC,SAINT-QUENTIN,AISNE,76.3,43.8
405,JOSEPH HUBERT,PUBLIC,SAINT-JOSEPH,LA REUNION,76.3,46.9
406,JEAN ZAY,PUBLIC,LENS,PAS-DE-CALAIS,76.3,35.7
407,JULES VERNE,PUBLIC,LE PONTET,VAUCLUSE,76.4,36.7
408,ANDRE CANIVEZ,PUBLIC,DOUAI,NORD,76.4,36.5
409,PABLO NERUDA,PUBLIC,PIERREFITTE-SUR-SEINE,SEINE-SAINT-DENIS,76.4,37.1
410,PAUL ELUARD,PUBLIC,BEUVRAGES,NORD,76.4,37.7
411,JEAN JAURES,PUBLIC,PANTIN,SEINE-SAINT-DENIS,76.4,38.0
412,JOACHIM DU BELLAY,PUBLIC,CHOLET,MAINE-ET-LOIRE,76.6,47.2
413,ANATOLE FRANCE,PUBLIC,BETHONCOURT,DOUBS,76.6,45.7
414,JEAN MOULIN,PUBLIC,SETE,HERAULT,76.6,31.2
415,NELSON MANDELA,PUBLIC,ELBEUF,SEINE MARITIME,76.6,34.8
416,JEAN MOULIN,PUBLIC,LE PORTEL,PAS-DE-CALAIS,76.6,38.7
417,JEAN MOULIN,PUBLIC,UCKANGE,MOSELLE,76.6,35.4
418,ALBERT CAMUS,PUBLIC,BRUAY-LA-BUISSIERE,PAS-DE-CALAIS,76.7,32.9
419,JULES LAGNEAU,PUBLIC,METZ,MOSELLE,76.8,36.7
420,JULES VERNE,PUBLIC,GRANDE-SYNTHE,NORD,76.8,39.1
421,LOUISE MICHEL,PUBLIC,MARSEILLE 10E  ARRONDISSEMENT,BOUCHES-DU-RHONE,76.8,32.7
422,MAL LECLERC DE HAUTECLOCQUE,PUBLIC,BEAUCAMPS-LE-VIEUX,SOMME,76.8,48.3
423,ALPHONSE ALLAIS,PUBLIC,VAL-DE-REUIL,EURE,76.9,54.0
424,SADI CARNOT,PUBLIC,POINTE-A-PITRE,GUADELOUPE,76.9,29.3
425,ADULPHE DELEGORGUE,PUBLIC,COURCELLES-LES-LENS,PAS-DE-CALAIS,76.9,40.6
426,JORISSEN,PUBLIC,DRANCY,SEINE-SAINT-DENIS,76.9,39.9
427,MAURICE BARRES,PUBLIC,JOEUF,MEURTHE-ET-MOSELLE,76.9,33.0
428,PAUL ELUARD,PUBLIC,CHALETTE-SUR-LOING,LOIRET,76.9,30.5
429,CLAUDE DEBUSSY,PUBLIC,NANTES,LOIRE-ATLANTIQUE,76.9,34.4
430,MARCEL PAGNOL,PUBLIC,MONTPELLIER,HERAULT,77.0,41.6
431,FERNAND DONATIEN (DILLON1),PUBLIC,FORT-DE-FRANCE,MARTINIQUE,77.0,24.4
432,JEAN ROSTAND,PUBLIC,LE CATEAU-CAMBRESIS,NORD,77.1,32.2
433,EMMANUEL SALDES,PUBLIC,SAINTE-MARIE,MARTINIQUE,77.1,35.2
434,SIMONE VEIL,PUBLIC,MONTPELLIER,HERAULT,77.1,46.4
435,VICTOR SCHOELCHER,PUBLIC,LYON  9E  ARRONDISSEMENT,RHONE,77.1,28.1
436,GEORGE SAND,PUBLIC,CHATELLERAULT,VIENNE,77.1,34.5
437,SAINT GABRIEL,PRIVE,TOURCOING,NORD,77.2,36.0
438,FRANCOIS RABELAIS,PUBLIC,L'HOPITAL,MOSELLE,77.2,49.8
439,ELSA TRIOLET,PUBLIC,CHAMPIGNY-SUR-MARNE,VAL-DE-MARNE,77.2,23.6
440,HENRI MATISSE,PUBLIC,GRAND-COURONNE,SEINE MARITIME,77.2,38.2
441,VICTOR VASARELY,PUBLIC,LE MENE,COTES D'ARMOR,77.2,46.2
442,ROMAIN ROLLAND,PUBLIC,WAZIERS,NORD,77.2,36.7
443,HEGESIPPE HOARAU,PUBLIC,SAINT-LOUIS,LA REUNION,77.2,45.9
444,MAXIMILIEN DE ROBESPIERRE,PUBLIC,GOUSSAINVILLE,VAL-D'OISE,77.3,34.0
445,IRENE JOLIOT-CURIE,PUBLIC,ARGENTEUIL,VAL-D'OISE,77.3,38.3
446,CLAUDE DEBUSSY,PUBLIC,AULNAY-SOUS-BOIS,SEINE-SAINT-DENIS,77.4,38.6
447,LES PYRAMIDES,PUBLIC,EVRY-COURCOURONNES,ESSONNE,77.4,31.0
448,FREDERIC CHOPIN,PUBLIC,MELUN,SEINE-ET-MARNE,77.4,27.2
449,FABIEN,PUBLIC,SAINT-DENIS,SEINE-SAINT-DENIS,77.4,24.4
450,ANNE FRANK,PUBLIC,ILLZACH,HAUT-RHIN,77.4,37.3
451,HUBERT NERO,PUBLIC,LE LORRAIN,MARTINIQUE,77.4,30.8
452,ANATOLE FRANCE,PUBLIC,SIN-LE-NOBLE,NORD,77.4,34.4
453,GEORGES CLEMENCEAU,PUBLIC,PARIS 18E  ARRONDISSEMENT,PARIS,77.4,42.0
454,JOLIOT CURIE,PUBLIC,STAINS,SEINE-SAINT-DENIS,77.4,37.8
455,GUY MARESCHAL,PUBLIC,AMIENS,SOMME,77.4,31.1
456,CHARLEMAGNE,PUBLIC,LAON,AISNE,77.4,35.5
457,JULIA NICOLAS,PUBLIC,FORT-DE-FRANCE,MARTINIQUE,77.4,28.4
458,RENE BONPAIN,PRIVE,GRANDE-SYNTHE,NORD,77.5,43.4
459,VICTOR HUGO,PUBLIC,HAM,SOMME,77.5,43.8
460,MARIA CASARES,PUBLIC,RILLIEUX-LA-PAPE,RHONE,77.5,32.5
461,AMPERE,PUBLIC,OYONNAX,AIN,77.5,38.5
462,ANATOLE FRANCE,PUBLIC,CHATEAUDUN,EURE-ET-LOIR,77.5,39.0
463,LEODILE BERA,PUBLIC,LONGLAVILLE,MEURTHE-ET-MOSELLE,77.5,45.8
464,ALBERT CAMUS,PUBLIC,JARVILLE-LA-MALGRANGE,MEURTHE-ET-MOSELLE,77.6,49.2
465,JULES VERNE,PUBLIC,LES MUREAUX,YVELINES,77.6,29.3
466,FELICIEN JOLY,PUBLIC,ESCAUDAIN,NORD,77.6,45.4
467,PAUL VERLAINE,PUBLIC,BETHUNE,PAS-DE-CALAIS,77.6,34.8
468,MARCEL PAGNOL,PUBLIC,VERNOUILLET,EURE-ET-LOIR,77.6,38.7
469,MAURICE GENEVOIX,PUBLIC,TOULON,VAR,77.6,36.5
470,ROLAND GARROS,PUBLIC,VILLENEUVE-SAINT-GEORGES,VAL-DE-MARNE,77.6,29.9
471,CAMPIGNY,PUBLIC,BLANGY-SUR-BRESLE,SEINE MARITIME,77.6,42.6
472,LES PROVINCES,PUBLIC,CHERBOURG-EN-COTENTIN,MANCHE,77.7,41.8
473,KENNEDY,PUBLIC,MULHOUSE,HAUT-RHIN,77.7,37.1
474,JACQUES TWINGER,PUBLIC,STRASBOURG,BAS-RHIN,77.7,38.5
475,LAVOISIER,PUBLIC,AUCHEL,PAS-DE-CALAIS,77.7,40.7
476,PABLO PICASSO,PUBLIC,GARGES-LES-GONESSE,VAL-D'OISE,77.7,39.5
477,JEAN VILAR,PUBLIC,LA COURNEUVE,SEINE-SAINT-DENIS,77.7,39.5
478,JEAN VIGO,PUBLIC,EPINAY-SUR-SEINE,SEINE-SAINT-DENIS,77.8,36.6
479,PIERRE BROSSOLETTE,PUBLIC,MELUN,SEINE-ET-MARNE,77.8,35.4
480,14 EME KM,PUBLIC,LE TAMPON,LA REUNION,77.8,51.6
481,HENRI DUNANT,PUBLIC,MEAUX,SEINE-ET-MARNE,77.8,29.2
482,LEO LAGRANGE,PUBLIC,FOURMIES,NORD,77.8,42.1
483,BLANQUI,PUBLIC,BORDEAUX,GIRONDE,77.8,37.3
484,LAMARTINE,PUBLIC,BISCHHEIM,BAS-RHIN,77.8,44.4
485,FELIX LANDREAU,PUBLIC,ANGERS,MAINE-ET-LOIRE,77.8,34.1
486,SIMONE SIGNORET,PUBLIC,BRUAY-LA-BUISSIERE,PAS-DE-CALAIS,77.8,49.2
487,ALFRED SISLEY,PUBLIC,L'ILE-SAINT-DENIS,SEINE-SAINT-DENIS,77.9,30.3
488,AIME CESAIRE,PUBLIC,LES ULIS,ESSONNE,77.9,16.4
489,BEAUMARCHAIS,PUBLIC,MEAUX,SEINE-ET-MARNE,77.9,41.3
490,PASCAL,PRIVE,ROUBAIX,NORD,77.9,32.7
491,CAPOUCHINE,PUBLIC,NIMES,GARD,77.9,37.5
492,PIERRE MENDES FRANCE,PUBLIC,SAUMUR,MAINE-ET-LOIRE,78.0,22.0
493,LOUIS ARAGON,PUBLIC,VILLEFONTAINE,ISERE,78.0,37.2
494,LUCIE AUBRAC,PUBLIC,GIVORS,RHONE,78.0,37.1
495,MARTIN LUTHER KING,PUBLIC,VILLIERS-LE-BEL,VAL-D'OISE,78.0,31.0
496,GUSTAVE NADAUD,PUBLIC,WATTRELOS,NORD,78.1,25.0
497,JEAN BRUNET,PUBLIC,AVIGNON,VAUCLUSE,78.1,35.6
498,LA CANOPEE,PUBLIC,MATOURY,GUYANE,78.1,20.1
499,DU MONT DES ACCORDS,PUBLIC,SAINT-MARTIN,GUADELOUPE,78.1,19.0
500,BARBARA,PUBLIC,STAINS,SEINE-SAINT-DENIS,78.1,38.7
501,HENRI BARBUSSE,PUBLIC,VAULX-EN-VELIN,RHONE,78.2,31.0
502,EMILE LITTRE,PUBLIC,DOUCHY-LES-MINES,NORD,78.2,32.9
503,LEON BLUM,PUBLIC,WINGLES,PAS-DE-CALAIS,78.2,35.6
504,LES CEDRES,PUBLIC,CASTRES,TARN,78.2,39.5
505,GERARD PHILIPE,PUBLIC,MONTPELLIER,HERAULT,78.2,46.0
506,PABLO NERUDA,PUBLIC,AULNAY-SOUS-BOIS,SEINE-SAINT-DENIS,78.2,38.3
507,EVARISTE GALOIS,PUBLIC,NANTERRE,HAUTS-DE-SEINE,78.2,29.3
508,DORA MAAR,PUBLIC,SAINT-DENIS,SEINE-SAINT-DENIS,78.2,36.8
509,CASSIEN SAINTE-CLAIRE,PUBLIC,FORT-DE-FRANCE,MARTINIQUE,78.2,28.2
510,GEORGES POLITZER,PUBLIC,MONTREUIL,SEINE-SAINT-DENIS,78.3,34.9
511,JULES MICHELET,PUBLIC,VENISSIEUX,RHONE,78.3,41.8
512,BARBARA HENDRICKS,PUBLIC,ORANGE,VAUCLUSE,78.3,36.5
513,EVARISTE GALOIS,PUBLIC,SARCELLES,VAL-D'OISE,78.3,33.2
514,HENRI AGARANDE,PUBLIC,KOUROU,GUYANE,78.3,37.2
515,LA BINQUENAIS,PUBLIC,RENNES,ILLE-ET-VILAINE,78.3,44.8
516,JULES VERNE,PUBLIC,BUXEROLLES,VIENNE,78.3,38.6
517,DENIS SAURAT,PUBLIC,TRELON,NORD,78.3,40.6
518,CHRISTINE DE PISAN,PUBLIC,AULNAY-SOUS-BOIS,SEINE-SAINT-DENIS,78.3,35.2
519,CHARLES DE GAULLE,PUBLIC,FAMECK,MOSELLE,78.3,47.1
520,MONTESQUIEU,PUBLIC,ORLEANS,LOIRET,78.5,29.9
521,JOLIOT CURIE,PUBLIC,MERS-LES-BAINS,SOMME,78.5,48.6
522,JACQUES DUCLOS,PUBLIC,VAULX-EN-VELIN,RHONE,78.5,35.9
523,ROBERT DESNOS,PUBLIC,ORLY,VAL-DE-MARNE,78.5,32.3
524,JULES MICHELET,PUBLIC,POINTE-A-PITRE,GUADELOUPE,78.6,41.8
525,VOLTAIRE,PUBLIC,SARCELLES,VAL-D'OISE,78.6,27.7
526,CHARLES DE GAULLE,PUBLIC,MONTCORNET,AISNE,78.6,41.8
527,IQBAL MASIH,PUBLIC,SAINT-DENIS,SEINE-SAINT-DENIS,78.6,39.5
528,MASSENET FOURNEYRON,PUBLIC,LE CHAMBON-FEUGEROLLES,LOIRE,78.6,51.0
529,FONTAINES BOUILLANTES,PUBLIC,BOUILLANTE,GUADELOUPE,78.7,36.0
530,BEBEL,PUBLIC,SAINTE-ROSE,GUADELOUPE,78.7,35.4
531,PABLO PICASSO,PUBLIC,ECHIROLLES,ISERE,78.7,41.1
532,LES LOGES,PUBLIC,NEVERS,NIEVRE,78.7,40.9
533,REPUBLIQUE,PUBLIC,CALAIS,PAS-DE-CALAIS,78.8,45.6
534,ALBERT THOMAS,PUBLIC,ROANNE,LOIRE,78.8,38.1
535,ROSA PARKS,PUBLIC,RENNES,ILLE-ET-VILAINE,78.8,36.9
536,ALAIN,PUBLIC,MAROMME,SEINE MARITIME,78.8,38.2
537,LOUISE MICHEL,PUBLIC,CORBEIL-ESSONNES,ESSONNE,78.8,23.0
538,GERARD PHILIPE,PUBLIC,PARIS 18E  ARRONDISSEMENT,PARIS,78.8,31.0
539,ANTOINE SOUBOU,PUBLIC,SAINT-PAUL,LA REUNION,78.8,50.3
540,THEOPHILE GAUTIER,PUBLIC,LE HAVRE,SEINE MARITIME,78.8,33.8
541,EMILE ZOLA,PUBLIC,WATTRELOS,NORD,78.9,26.7
542,ROUGET DE LISLE,PUBLIC,SCHILTIGHEIM,BAS-RHIN,78.9,39.6
543,LES OLIVIERS,PUBLIC,NIMES,GARD,78.9,35.9
544,LOUISE MICHEL,PUBLIC,ROYE,SOMME,78.9,50.9
545,JEAN VILAR,PUBLIC,LES MUREAUX,YVELINES,78.9,20.5
546,SUZE ANGELY,PUBLIC,VIEUX-HABITANTS,GUADELOUPE,78.9,30.4
547,ALAIN FOURNIER,PUBLIC,ORLEANS,LOIRET,78.9,36.7
548,SAINT-EXUPERY,PUBLIC,PERPIGNAN,PYRENEES-ORIENTALES,78.9,44.1
549,MAROC HUCHEPIE,PUBLIC,LE MANS,SARTHE,79.0,36.4
550,GAETAN DENAIN,PUBLIC,COMPIEGNE,OISE,79.0,41.5
551,JEAN JAURES,PUBLIC,VIEUX-CONDE,NORD,79.0,39.4
552,VOLTAIRE,PUBLIC,LOURCHES,NORD,79.0,32.7
553,VICTOR SCHOELCHER,PUBLIC,KOUROU,GUYANE,79.1,30.7
554,LOUIS PASTEUR,PUBLIC,CRETEIL,VAL-DE-MARNE,79.1,46.7
555,JACQUES PREVERT,PUBLIC,HEUCHIN,PAS-DE-CALAIS,79.1,31.1
556,HENRI WALLON,PUBLIC,MERICOURT,PAS-DE-CALAIS,79.1,42.0
557,ADA LOVELACE,PUBLIC,NIMES,GARD,79.2,34.8
558,HENRI MATISSE,PUBLIC,GARGES-LES-GONESSE,VAL-D'OISE,79.2,27.9
559,PIERRE BROSSOLETTE,PUBLIC,LA CHAPELLE-SAINT-LUC,AUBE,79.2,58.4
560,TROIS FONTAINES,PUBLIC,REIMS,MARNE,79.2,38.9
561,NICOLAS UNTERSTELLER,PUBLIC,STIRING-WENDEL,MOSELLE,79.2,40.0
562,LES EPONTOTS,PUBLIC,MONTCENIS,SAONE-ET-LOIRE,79.2,31.9
563,JEAN PERRIN,PUBLIC,PARIS 20E  ARRONDISSEMENT,PARIS,79.3,38.5
564,PIERRE SEMARD,PUBLIC,BOBIGNY,SEINE-SAINT-DENIS,79.3,33.3
565,LES GARRIGUES,PUBLIC,MONTPELLIER,HERAULT,79.4,36.2
566,ANTOINE DE SAINT EXUPERY,PUBLIC,HAUTMONT,NORD,79.4,31.3
567,ALBERT LOUGNON,PUBLIC,SAINT-PAUL,LA REUNION,79.4,36.6
568,COTE ROUSSE,PUBLIC,CHAMBERY,SAVOIE,79.4,37.8
569,COIN JOLI SEVIGNE,PUBLIC,MARSEILLE  9E  ARRONDISSEMENT,BOUCHES-DU-RHONE,79.4,48.8
570,DU VAL D'AURE,PUBLIC,ISIGNY-SUR-MER,CALVADOS,79.5,32.2
571,PIERRE DE GEYTER,PUBLIC,SAINT-DENIS,SEINE-SAINT-DENIS,79.5,37.5
572,JEAN ROSTAND,PUBLIC,ARMENTIERES,NORD,79.5,39.1
573,LOUIS ARMAND,PUBLIC,PETITE-ROSSELLE,MOSELLE,79.5,44.2
574,GUY MOQUET,PUBLIC,GENNEVILLIERS,HAUTS-DE-SEINE,79.6,45.1
575,DIDIER DAURAT,PUBLIC,LE BOURGET,SEINE-SAINT-DENIS,79.6,42.0
576,ALBERT CAMUS,PUBLIC,LA CHAPELLE-SAINT-LUC,AUBE,79.6,43.4
577,JEAN DE LA FONTAINE,PUBLIC,LE MEE-SUR-SEINE,SEINE-ET-MARNE,79.6,35.5
578,LA CHATOIRE,PUBLIC,LE TAMPON,LA REUNION,79.6,50.9
579,CLAUDE BERNARD,PUBLIC,LE HAVRE,SEINE MARITIME,79.6,30.2
580,PAUL LANGEVIN,PUBLIC,ROUVROY,PAS-DE-CALAIS,79.7,42.6
581,ZENA M'DERE,PUBLIC,PAMANDZI,MAYOTTE,79.7,29.7
582,HENRI IV,PUBLIC,BEZIERS,HERAULT,79.7,43.6
583,LUIS ORTIZ,PUBLIC,SAINT-DIZIER,HAUTE-MARNE,79.7,35.4
584,RENE CASSIN,PUBLIC,CHANTELOUP-LES-VIGNES,YVELINES,79.8,25.7
585,LEO LARGUIER,PUBLIC,LA GRAND-COMBE,GARD,79.8,32.9
586,ANATOLE FRANCE,PUBLIC,MONTATAIRE,OISE,79.8,40.2
587,JEAN JAURES,PUBLIC,CALAIS,PAS-DE-CALAIS,79.8,47.4
588,JEAN MONNET,PUBLIC,CAUDRY,NORD,79.9,43.3
